Title,Price (INR),Description,Transaction,Furnishing,Bathroom,Price per Sqft,Total Area,Covered_parking,Open_parking,Possession_Status,BHK,Price_INR_Numeric
3 BHK Apartment for Sale in Budwel Hyderabad,1.47 Cr,"Multistorey Apartment for Sale in Budwel, Hyderabad. Covered area is 1576.0  Sq-ft. This property belongs to ""Prestige Spring Heights"" .",0,3,2.0,0.02492266666666667,0.10506666666666667,0,0,0,3.0,14700000.0
3 BHK Apartment for Sale in Nizampet Hyderabad,1.40 Cr,"If you have been on the lookout for a home that is both comfortable and convenient, this 3 BHK flat in Gokuls Bhuvanam, Nizampet is something to consider. Priced to sell in a peaceful and family-oriented neighborhood, this available-for-sale flat is carefully planned to match your lifestyles. The flat is just ideal for families wanting to settle in a good connectivity area of Hyderabad.Property SpecificationsWith a super area of 1645 sq.ft., the flat is located on the 7th floor in a 14-storey tower, providing a quiet environment and a good view from the balcony. The house is also facing north direction and is Vaastu compliant, which is perfect for those who prioritize traditional concepts in home design.The flat has 3 bedrooms and 3 bathrooms2 attached and 1 commonall with western-style fittings. The dining and living area is created as a double space and is perfect for both relaxation and entertaining. A single balcony opens from the living room, providing an open view and decent ventilation. The kitchen is functional and has a utility space, along with piped gas connection for ease of access. Vitrified tiles are used throughout the flooring, complementing the clean finish. FacilitiesThe complex offers basic amenities like 24-hour water supply, security with CCTV cameras, and two lifts. Parking is also covered. Families would like the community facilities like a childrens play area, a well-fitted gym, a swimming pool and a clubhouse for social events.LocalityRang Restaurant is a popular local landmark and all the necessary services are within walking distance. Schools and hospitals are only 200 metres away and supermarkets are merely 300 metres away. Banks and ATMs are also nearby.Various public transport facilities are easily available. The metro station is only 500 metres from the building, providing easy access to the rest of Hyderabad.",0,3,3.0,0.022288000000000002,0.1014,0,0,1,3.0,14000000.0
3 BHK Builder Floor for Sale in golden stone Hyderabad,1.05 Cr,golden homes golden stone,0,3,3.0,0.017066666666666667,0.11,1,0,0,3.0,10500000.0
3 BHK Villa for Sale in Ramachandrapuram Hyderabad,1.30 Cr,"Villa is available for sale. It covered area of 1332 sq-ft, it is a good location property. Please contact for more details.",2,3,3.0,0.023112,0.08866666666666667,0,0,2,3.0,13000000.0
3 BHK Apartment for Sale in Serilingampalle M Hyderabad,1.35 Cr,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,2,2,3.0,0.021053333333333334,0.114,0,0,2,3.0,13500000.0
2 BHK Apartment for Sale in Shaikpet Hyderabad,1.15 Cr,0,2,0,2.0,0.023864,0.07,0,0,2,2.0,11500000.0
3 BHK Apartment for Sale in Osman Nagar Hyderabad,1.15 Cr,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,2,3,3.0,0.019408,0.07666666666666667,0,0,2,3.0,11500000.0
6 BHK  House for Sale in Santosh Nagar Hyderabad,1.20 Cr,"Offering a stunning 6 BHK residential home for sale in the serene and well-connected area of Santosh Nagar, Hyderabad. This large and well-planned property provides a perfect living space for big families, with comfort, style, and convenience.Property SpecificationsThis large 6 BHK home in Santosh Nagar, Hyderabad, is laid out over four floors and provides generous space for a big family. The house has a super area of 984 sqft and a carpet area of 1000 sqft, giving generous living space all over. There is one room with an attached western-style bathroom on the ground floor, equipped with a geyser point. A regular kitchen and an external staircase lead to the floors above.There are three bedrooms, two bathrooms an attached one and a common one, both having geysers on the first floor. There is a regular kitchen, living cum dining area, and an attached balcony on one of the bedrooms, giving a good road view. Just like the first floor, there are three bedrooms and two bathrooms one attached and one common with geysers fitted on the second floor. The ground floor also has a standard kitchen, living cum dining room, and a balcony with one of the bedrooms having a road view.The third floor is similar to the first and second floors with three additional bedrooms, two bathrooms one attached and one shared, and an identical layout of a standard kitchen, living cum dining room, and a balcony with a road view.The house is Vaastu friendly to allow good flow of positive energy. The house also comes with vitrified tile flooring, providing a chic and modern appearance. Piped gas connection and utility space linked to the kitchen provide greater convenience in day-to-day living. The west-facing house receives ample natural light. This un-furnished house is an ideal blank canvas where you can plan and make it your own according to your choice and taste.FacilitiesThe property provides a variety of necessary facilities to make it convenient and secure. It has covered parking, giving your vehicles protection. There is a 24-hour water supply from both borewell and corporation sources, making access uninterrupted. Security is taken care of with an arrangement for a security guard, and CCTVs are installed, giving added protection through enhanced surveillance.LocalityThe building is situated in a well-settled and convenient area of Santosh Nagar, Hyderabad. One of the major landmarks, Golden Jubilee High School, is in the vicinity, which makes it suitable for families with school-going children. Owasi Hospital is at a distance of just 1.5 km, providing easy access to healthcare facilities. Shopping malls and supermarkets are at walking distance, giving easy access to shopping and everyday essentials. Public transportation is readily available, with buses and autos just 200 meters from the property, providing great accessibility to other areas of the city. Banks and ATMs are also within walking distance, providing easy finance services.",0,3,5.0,0.03252,0.06666666666666667,0,0,1,6.0,12000000.0
"Plot/Land for Sale in Patighanpur, Outer Ring Road Hyderabad",1.05 Cr,"Whether for immediate construction or future appreciation, this property is a rare find in Hyderabad’s evolving real estate landscape. Own a prime residential plot in Patighanpur, Hyderabad, perfect for constructing your dream home or securing a high-growth investment. With high appreciation potential and excellent connectivity, this Plot available for sale in Patighanpur, Hyderabad is the perfect time to invest in your future. ::::::Property Specifications::::::Set amidst the rapidly developing locality of Patighanpur, Hyderabad, this HMDA-approved plot presents an exceptional opportunity for those looking to build their dream home or make a lucrative investment. Spanning 300 square yards of the plot area, this well-demarcated plot comes with sturdy boundary walls, promising safety from animals and trespassers. Moreover, this plot is located within a gated colony, providing a safe and peaceful environment for residents. ::::::This west-facing plot makes it a sought-after choice for homebuyers for permits for G+2 construction, offering ample space for a spacious villa or a multi-storey residence. The road facing the plot is a generous 30 feet wide, providing seamless access and ease of mobility. Situated just 1 km from the main road, this plot enjoys proximity to nearby constructions, reflecting the area's rapid urbanization and growth.::::::Facilities ::::::This plot is equipped with all the essential amenities required for comfortable living. Water supply, electricity, and a well-maintained drainage system are readily available, ensuring a hassle-free construction process and future habitation. The gated community provides a secure environment, making it a perfect choice for families seeking a peaceful yet well-connected neighbourhood.::::::Locality ::::::Strategically positioned near Acer Fuel Station, this plot enjoys excellent connectivity to essential services and everyday conveniences. Some of the prominent schools and well-known hospitals are in the 1km range which is an added benefit. Additionally, several supermarkets and shopping centers are located within a 1 km radius, offering unparalleled ease of access.::::::The major means of roadways such as cabs, taxis, buses and auto-rickshaws, are readily available, ensuring seamless connectivity to other parts of Hyderabad. Additionally, the presence of a nearby highway further enhances accessibility, making daily commutes effortless.::",2,1,0.0,0.010370666666666667,0.0,0,0,2,0.0,10500000.0
Plot/Land for Sale in cheriyal  village Hyderabad,1.15 Cr,0,2,1,0.0,0.009778666666666666,0.0,0,0,2,0.0,11500000.0
4 BHK  House for Sale in Dammaiguda Hyderabad,1.35 Cr,0,2,3,4.0,0.030000000000000002,0.09000000000000001,0,0,2,4.0,13500000.0
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",1.09 Cr,"Multistorey Apartment for Sale in Kollur, Hyderabad. Covered area is 1820.0  Sq-ft. This property belongs to ""Signature Altius"" .",0,3,3.0,0.015970666666666668,0.12133333333333333,0,0,1,3.0,10900000.0
Plot/Land for Sale in Shankarpalle Hyderabad,1.47 Cr,"Residential Plot for Sale in Shankarpalle, Hyderabad. Covered area is 600.0  Sq-ft. This property belongs to ""VIVANTA GREEN MEADOWS"" .",0,1,0.0,0.007288,0.0,0,0,1,0.0,14700000.0
Plot/Land for Sale in Ameenpur Hyderabad,1.40 Cr,0,0,1,0.0,0.002304,0.0,0,0,1,0.0,14000000.0
Plot/Land for Sale in KL Reddy Nagar Hyderabad,1.33 Cr,0,2,1,0.0,0.020445333333333336,0.0,0,0,2,0.0,13300000.0
Plot/Land for Sale in Gagillapur Hyderabad,1.50 Cr,Prime facilities are easily accessible from this place with Canara Bank 5 km . Other key neighbourhood are Zila Parishad High School 8 km .,2,1,0.0,0.009221333333333333,0.0,0,0,2,0.0,15000000.0
"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",1.29 Cr,"With 200+ world-class amenities and 1 lakh sq.ft. clubhouse spaces, Sky Habitat is raising not just floors but expectations. ::::::::This is not just the city’s newest skyline, it’s its most aspirational one.",0,3,3.0,0.022845333333333336,0.10060000000000001,1,0,0,3.0,12900000.0
3 BHK Apartment for Sale in Bachupally Hyderabad,1.29 Cr,"Step into modern living with this newly constructed 3 BHK flat for sale in Bachupally, Hyderabad, perfectly situated on the 6th floor of a 10-floor building. This east-facing, Vaastu-compliant apartment offers a spacious super area of 1760 sqft and comes unfurnished, providing a versatile canvas to create your dream home.Property specifications and facilitiesThe flat features 3 bedrooms, each with attached western-style bathrooms, a separate living and dining area, and a normal kitchen equipped with a piped gas connection. Enjoy fresh air and scenic views from the three balconiesone attached to the hall, one to a bedroom, and one to the kitchenoverlooking a serene park and swimming pool.The interiors are enhanced with elegant vitrified flooring, while practical amenities include covered parking, 24-hour water supply, 100 power backup, security guard presence, CCTV surveillance, and two lifts for convenience and safety.LocalityLocated on the bustling 100 ft main road beside Reliance Smart, this property offers excellent connectivity and access to essential services. Schools, hospitals, malls, supermarkets, banks, and ATMs are all within 1 km, making daily errands effortless. Public transport options are nearby, and the railway station is just 5 km away, ensuring smooth commutes across Hyderabad.",2,3,3.0,0.019696,0.10806666666666667,0,0,2,3.0,12900000.0
Plot/Land for Sale in Turkayamjal Hyderabad,1.20 Cr,"Property Details:::::A premium residential plot is available for sale in the rapidly developing locality of Turkayamjal, Hyderabad. Spanning a land area of 200 square yards, this plot is ideally situated with a wide road frontage of 54 yards, ensuring excellent accessibility and visibility. The location offers a perfect blend of urban connectivity and peaceful surroundings, making it highly suitable for both residential construction and long-term investment. Priced at ?1.20 Crore, this property presents a valuable opportunity for discerning buyers seeking to invest in one of Hyderabad’s emerging real estate corridors. All essential amenities and infrastructure are within close proximity, further enhancing the appeal of this offering.::::Property specifications:::::The plot permits the construction of a single floor and features one open side, providing privacy while maintaining accessibility. It is strategically located just 150 meters from the main road, ensuring convenient connectivity. The surrounding area is well-developed with ongoing and completed residential constructions, contributing to a thriving neighborhood. Notably, Lords School is situated merely 50 meters away, making the location ideal for families with school-going children. With essential infrastructure and educational institutions in close proximity, this plot offers a balanced blend of convenience and tranquility, making it a sound investment opportunity.::::Facilities:::::The plot is fully equipped with essential civic amenities to support comfortable living and construction. A reliable water supply is available, ensuring consistent access to clean water. Additionally, the property is well-connected to the electricity grid, providing uninterrupted power. Proper drainage and seepage systems are also in place, promoting hygienic conditions and minimizing the risk of waterlogging or structural damage. These facilities enhance the overall value and readiness of the plot for immediate construction or future development.::::Locality:::::The plot enjoys a highly advantageous location with seamless access to a wide range of essential services and amenities. Several reputed hospitals are situated within a 200-meter radius, ensuring prompt medical assistance when required. Additionally, malls and supermarkets are also located within the same range, providing residents with convenient options for shopping, dining, and daily essentials. The area is well-served by public transportation, with bus stops and other transit options available just 200 meters away, offering excellent connectivity to various parts of the city. Furthermore, banks and ATMs are in close proximity, facilitating easy access to financial services. This well-connected and amenity-rich environment makes the plot a highly desirable option for both residential use and investment purposes.::::::::::::::::::",2,1,0.0,0.01777866666666667,0.0,0,0,2,0.0,12000000.0
"2 BHK Apartment for Sale in Pragathi Nagar, Kukatpally Hyderabad",1.07 Cr,"Own a stylish and cozy home with this 2 BHK apartment for sale in RKs Oxygen Homes, Aero Nagar, Bachupally, Hyderabad. Part of a well-planned residential complex, this apartment provides an ideal mix of convenience, connectivity, and tranquil living.Property SpecificationsPositioned on the 9th floor of the 10-storey building, the apartment covers a super area of 1260 sq. ft. and completely equipped with brand new, elegant furniture, including a special extra door that brings the entrance both charm and safety. There are two large bedrooms in the flat, one with its own bathroom and the other with access to a shared bathroom. Both bathrooms are western and fitted with geysers for extra convenience. The dining area and living space are comfortably divided, maximizing the spacious nature and movement of the house. One balcony linked to the hall provides an impressive forest view, ideal to relax and soak in nature.The modular kitchen features a chimney and has a piped gas connection included, ideal for everyday cooking. A utility area linked to it provides functionality and additional space for domestic duties. The vitrified flooring across the apartment provides a neat and shiny appearance, and is low on maintenance. The West-facing flat is Vaastu friendly, bringing good energy and natural light. The 9th floor elevation not only offers a better view but also good ventilation and lesser noise.FacilitiesResidents have the facility of covered parking for parking their vehicles safely and conveniently. 24-hour water supply and 100 power backup facilitate uninterrupted services day and night. The complex is well-protected with a personal security guard and CCTV monitoring around the compound. With 5 to 6 lifts available in the complex, including a lift adjacent to the flat, residents have easy access to their home, making daily mobility convenient.LocalitySituated in the proximity of the Pragathi Nagar Command area, RKs Oxygen Homes in Aero Nagar, Bachupally has a good residential location with very good access to basic facilities. The area is well-developed with a fine blend of quiet living and city convenience. It is well-connected to good schools such as Orchid International School located just 5 to 6 minutes away from here, an excellent location for families. Hospitals, shopping malls, and grocery stores are all located within a radius of 1 km so that medical care and everyday needs are never far away. Public transport is readily accessible, and banks and ATM machines are easily found nearby. The nearest metro station is within a 20-minute reach, adding to connectivity within the city. Besides, a forthcoming flyover that is just 5 minutes away from here guarantees better travel time and smoother road connectivity in the coming times.",2,0,2.0,0.022645333333333333,0.07740000000000001,0,0,2,2.0,10700000.0
3 BHK Apartment for Sale in Attapur Hyderabad,1.40 Cr,"Experience refined living with this stunning 3 BHK flat available for sale in RNR Fort View Towers, Attapur, Hyderabad. Conceptualized for convenience and comfort, this dwelling presents the ideal combination of contemporary living and strategic location.::::::Property Specifications::::::Situated on the 4th floor of a 9-storyed building, the dwelling occupies a spacious super area of 1635 sqft and is carefully designed to meet the demands of modern lifestyles.The three-bedroom semi-furnished apartment comes with the standard fittings of a wardrobe, lights, fans, and air conditioning. The three spacious bedrooms include two having attached western-style bathrooms and the other bathroom shared and equally well-equipped with geysers in all three. The living cum dining room is well-ventilated and ideal for family meals or easy nights. The modular kitchen is pre-fitted with a chimney and an in-built utility area, making it convenient for daily use.::::::Two balconies, one leading from the kitchen and the other from a bedroom, have open views of the neighboring buildings and contribute to the overall ventilation and lighting of the house. The apartment is fitted with vitrified tile flooring everywhere and constructed following Vaastu principles, promoting positive energy flow and peaceful living. West-facing, the flat gets plenty of daylight in the daytime and improves the overall atmosphere of the house. ::::::Facilities::::::This well-rehabilitated residential complex provides a range of necessary facilities and lifestyle amenities. The flat comprises two covered car parking places, 24-hour water supply, and 100% power backup to provide seamless comfort. Security is provided by trained security guards and CCTV surveillance across the complex. The building boasts four high-speed elevators for convenient access. The premium amenities include a swimming pool, clubhouse, fully fitted gym, and a special kids play area—earning it a top pick for families looking for a balanced lifestyle.::::::Locality::::::The area is situated in a well-linked and upcoming locality close to Siri Pratap Residency, Attapur. It is near the major social infrastructure, thereby making life convenient and easily accessible. Prestigious schools are just 2 km away from the area, while hospitals are within a radius of 4 km, providing instant access to education and healthcare.::::::For daily expenses and shopping, malls and supermarkets are within 5 km. There is good public transport with connectivity to other parts of the city. Banks and ATMs are in the vicinity, and the property enjoys the benefit of proximity to an expressway, further increasing commuting advantages. The nearest railway station is roughly 13 km from the location, adding to the area's overall connectivity.",2,2,3.0,0.02283466666666667,0.10333333333333333,0,0,2,3.0,14000000.0
4 BHK  House for Sale in Advocate colony Hyderabad,1.20 Cr,0,2,3,2.0,0.007112,0.3,0,0,2,4.0,12000000.0
Office Space for Sale in Puppalguda Hyderabad,1.10 Cr,"Strategically located on the service road, this property is being developed and maintained by one of the top leasing firms in the city. Office space is available in Phoenix, with an expected monthly rent of",2,1,0.0,0.029333333333333336,0.06666666666666667,0,0,0,0.0,11000000.0
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",1.04 Cr,"Residential Plot for Sale in Rudraram, Hyderabad. Covered area is 400.0  Sq-ft. This property belongs to ""North East County"" .",0,1,0.0,0.007704000000000001,0.0,0,0,0,0.0,10400000.0
3 BHK  House for Sale in BN Reddy Nagar Hyderabad,1.30 Cr,A residential House is available for sale. It Is located In a very good area. Please contact for more details.,2,3,3.0,0.028960000000000003,0.07980000000000001,0,0,2,3.0,13000000.0
2 BHK Apartment for Sale in Nalagandla Hyderabad,1.39 Cr,"Its two bedroom apartment with 1280 sq.ft, interiors done, single tenant is staying since handed over in 2018, its prestigious Aparna Cyber Life gated community with multi story towers, have almost latest amenities, cosmopolitan culture, nice breeze flows thrw the towers, 2 car parking spots, potential of getting 36K maintenance rent plus maintenance of 5.4K.",2,0,2.0,0.028957333333333335,0.08,2,0,2,2.0,13899999.999999998
"Plot/Land for Sale in Kollur, Outer Ring Road Hyderabad",1.35 Cr,"HMDA open plots for sale,R1 zone,Residential plots,Bank loan available,60 feet road facing,Very good for investment,Already people started constructing houses,Just beside the Mayfair villas,If interested pls call me",0,1,0.0,0.013333333333333334,0.0,0,0,1,0.0,13500000.0
6 BHK  House for Sale in Medchal Hyderabad,1.10 Cr,"Experience unmatched luxury and spaciousness with this stunning 6 BHK residential house for sale in Medchal, Hyderabad, where comfort meets elegance in a tranquil and sought-after neighborhood.::::::Property Specifications ::::::Enter this impressive residence featuring a generous super built-up area of 2400 sq ft, spread across Ground + 3 floors. The ground level includes a well-appointed bedroom with an attached western-style bathroom, complete with geyser points for hot water convenience. This floor also boasts a combined living and dining area, a standard kitchen, a pooja room, and an external staircase for easy access.::::::On the first and second floors, you will find two separate units on each level. Each unit comprises a bedroom with a shared Indian-style bathroom equipped with geyser points, along with a balcony that offers peaceful views of the nearby park. The third floor is designed as a studio room with an attached western-style bathroom and geyser points, leading to a spacious open terrace perfect for relaxation and enjoying stunning panoramas.::::::This house is offered unfurnished, allowing you to customize the interiors to your taste. The flooring throughout is made of marble, adding elegance while ensuring easy maintenance. Designed to be Vaastu compliant and facing West, the home promotes a balanced living atmosphere.::::::Facilities ::::::This Medchal residence provides essential facilities for modern living. It features covered parking for secure vehicle storage and benefits from a dual water supply system, including both borewell and corporation sources for dependable water access.::::::Locality::::::Situated near the well-known Sadhana School, this house is a prominent landmark in Medchal, Hyderabad. Within a kilometer, you’ll find schools and hospitals, making it convenient for families. Nearby malls and supermarkets fulfill shopping needs, while banks and ATMs are easily accessible for financial transactions. The locality enjoys excellent connectivity with public transport options, including a railway station just 500 meters away, ensuring seamless commuting throughout Hyderabad.::",2,3,7.0,0.012221333333333334,0.16,0,0,2,6.0,11000000.0
2 BHK Apartment for Sale in Yapral Hyderabad,1.25 Cr,0,2,3,2.0,0.023309333333333335,0.09333333333333334,2,0,2,2.0,12500000.0
"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",1.41 Cr,"Discover an exceptional living experience in this beautiful 3 BHK flat for sale in Candeur 40, Miyapur Main Road, Hyderabad This remarkable property combines modern architecture with luxurious amenities, making it the perfect choice for families looking to settle in a vibrant community.Property specificationsThis spacious flat features a super built-up area of 1588 sqft and is located on the 8th floor of a prestigious 40-floor building developed by Candeur Developers  Builders. The property is ready to move in, with an east-facing entrance that welcomes abundant natural light. As a freehold property, it offers complete ownership rights. The flat boasts stunning views overlooking a gardenpark and pool, enhancing the serene living environment. Inside, the layout includes three bedrooms, three bathrooms, and three balconies, providing ample space for relaxation and enjoyment. The living room and kitchen are well-designed for modern living, and a dedicated puja room adds a touch of tradition. The flooring throughout the flat is elegantly finished with ceramic tiles.FacilitiesResidents of Candeur 40 enjoy a host of world-class amenities, including a servicegoods lift, visitor parking, a barlounge, and laundry service. The property features power backup and rainwater harvesting, ensuring sustainability and convenience. Residents can indulge in a variety of recreational options, such as a clubhouse, swimming pool, gymnasium, and joggingstrolling track.For sports enthusiasts, the complex includes outdoor tennis courts, a badminton court, and a cricket net practice area. Families will appreciate the kids play area, indoor games room, and even a mini cinema theatre for entertainment. Additional services include security, maintenance staff, waste disposal, and a cafeteriafood court.LocalityConveniently located near DMart and within close proximity to the Miyapur Metro, this property is surrounded by essential amenities, including international schools, making it perfect for families. Public transport options are easily accessible, with buses and autos available for convenient commuting.This 3 BHK flat in Candeur 40 offers a unique blend of luxury, comfort, and convenience in one of Hyderabads most sought-after locations. Dont miss the opportunity to make this exquisite property your new home",2,3,3.0,0.023677333333333335,0.09473333333333334,0,0,2,3.0,14100000.0
4 BHK  House for Sale in Nagaram Hyderabad,1.08 Cr,A residential house is available for sale. It is a good location. Please contact for more details.,2,0,4.0,0.012522666666666668,0.13333333333333333,0,0,2,4.0,10800000.0
"3 BHK  House for Sale in Saroornagar, NH 9 Hyderabad",1.26 Cr,"166 square yard old house for land rate sale in Saroornagar, Hyderabad. This land has a dimension of 50 yrds length 30.0 yards width. This Plot is available at a price of Rs 1.26 cr negotiable . The average price per sqft is Rs 8k. Price. The plot is East facing. There are 2 open sides for this plot. The width of the facing road is 50.0 mt. This residential land also has a boundary wall. The most popular landmarks near this plot are aware global hospital , Satya Sai temple .",2,2,2.0,0.0224,0.08,0,0,2,3.0,12600000.0
"3 BHK Apartment for Sale in Muthangi, NH 9 Hyderabad",1.30 Cr,"Multistorey apartment is available for sale. It has covered area of 1585 sq-ft, it is a good location property. Please contact for more details.",2,3,3.0,0.021872000000000003,0.10566666666666667,2,0,2,3.0,13000000.0
Industrial Land for Sale in Kazipally Medak Hyderabad,1.10 Cr,Industrial land is available for sale. It is a good location property. Please contact for more details.,0,1,0.0,0.006517333333333333,0.0,0,0,1,0.0,11000000.0
"3 BHK Villa for Sale in Dundigal, Outer Ring Road Hyderabad",1.46 Cr,"Villa for Sale in Dundigal, Hyderabad. Covered area is 2360.0  Sq-ft. This property belongs to ""Northscape"" .",0,3,3.0,0.01653066666666667,0.15733333333333335,0,1,0,3.0,14600000.0
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",1.50 Cr,It is located facing 100 ft road in Kollur which directly connects to the orr service road. There are good number of schools around. High Ventilation in the flat. The morning Sun light directly comes falls into the house so that it keeps the family healthy in all aspects.,2,3,3.0,0.021053333333333334,0.12666666666666668,0,0,2,3.0,15000000.0
2 BHK Apartment for Sale in Suchitra Hyderabad,1 Cr,"Multistorey apartment is available for sale. It has carpet area 1355 sq-ft, it is 2 BHK apartment. Please contact for more details.",2,0,2.0,0.0,0.09033333333333333,0,0,2,2.0,10000000.0
"Plot/Land for Sale in Isnapur, Outer Ring Road Hyderabad",1.22 Cr,0,2,1,0.0,0.0,0.0,0,0,2,0.0,12200000.0
"3 BHK Apartment for Sale in Kollur, Outer Ring Road Hyderabad",1.22 Cr,0,2,2,3.0,0.017304,0.0964,1,0,0,3.0,12200000.0
3 BHK Apartment for Sale in Chanda Nagar Hyderabad,1.30 Cr,"Presenting a delightful 3 BHK flat for sale in S M Royal, Chanda Nagar, Hyderabad, designed to meet your modern living needs. This Vaastu compliant home features an east-facing orientation, inviting abundant natural light and positive energy. With a construction age of 5 to 10 years, this property combines contemporary style with a welcoming atmosphere.Property Specifications Step into this beautifully designed semi-furnished flat boasting a spacious carpet area of 1595 sqft, situated on the 2nd floor of a modern building with a total of 5 floors. This home features 3 well-appointed bedrooms, with 2 attached bathrooms and 1 common bathroom, all fitted with western-style fixtures and geysers for your convenience. Enjoy relaxing moments on the balcony connected to the bedroom, which offers delightful views of the lush gardenpark. The layout provides a distinct living and dining area, perfect for family gatherings, along with a contemporary modular kitchen that includes an attached utility area for added practicality. The entire space is elegantly finished with vitrified tile flooring, ensuring durability and style.Facilities Residents will benefit from covered parking, 24-hour water supply, and a 100 power backup facility, ensuring a comfortable living experience. Security is top-notch, with a dedicated security guard and CCTV cameras for peace of mind. The building is equipped with 5 lifts for easy access to all floors. Enjoy an array of community amenities, including a clubhouse, gym, badminton court, and a kids play area, providing an enriching lifestyle for families and individuals alike.Locality Conveniently located opposite PJR Stadium, this area offers easy access to essential amenities. Schools are situated within 5 to 6 km, while hospitals are just 4 to 5 km away, ensuring quality education and healthcare are within reach. Enjoy shopping at malls and supermarkets located only 1 km away. Public transport options are readily available nearby, with a railway station just 2 km and a metro station approximately 5 to 6 km away. Plus, its only 6 km from Hitech City, making this locality ideal for both families and professionals seeking connectivity and convenience.",2,2,3.0,0.019810666666666667,0.10633333333333334,1,0,2,3.0,13000000.0
3 BHK Apartment for Sale in Ravindra Nagar Habsiguda Hyderabad,1.47 Cr,"Welcome to a beautiful 3 BHK flat for sale in the lively neighborhood of Ravindra Nagar, Habsiguda, Hyderabad This home beautifully merges the comforts of modern amenities with the age-old principles of Vaastu, developing an unparalleled haven for the modern way of life. Soaked in the warm light of eastern sunlight, this dwelling ensures a peaceful and energizing environment.Property specifications and facilitiesSituated on the second floor of an impressive five-story building, this unfurnished flat has a super built-up area of 1951 sqft. Each of the three large bedrooms is a secluded retreat, equipped with attached bathrooms that have contemporary Western fittings and geyser points for added everyday convenience.Step outside to find two charming balconies that expand your living area. One balcony, off the guest room, provides a cozy retreat, while the other, off the main hall, fills the space with sunlight and fresh air.The spacious living-dining space is ideal for entertaining and hosting family members. The designated pooja room brings a sense of calm and spirituality into the house. The elegant kitchen, complete with an attached utility space, lovely blends form and functionality, while strength ceramic tiles in every area make it maintenance-friendly.Enjoy the convenience of covered parking, alongside reliable borewell and corporation water supply. With 100 power backup, you can experience uninterrupted living, complemented by round-the-clock security featuring guards and CCTV surveillance for your peace of mind. The building is equipped with a lift for easy access, and a serene roof garden invites you to unwind amidst the hustle of city life.LocalityThis premium flat is within a stones throw distance from iconic educational centers like Hyderabad Public School and St. Joseph School. Conveniently located services like hospitals, malls, supermarkets, banks, and ATMs are all within a kilometer distance, where every need is taken care of. Plus, experience hassle-free connectivity with public transportation, including the Habsiguda metro station just 1 km away, so your daily commute and weekend outings are always smooth.",2,3,3.0,0.020093333333333335,0.12333333333333334,2,0,2,3.0,14700000.0
3 BHK Apartment for Sale in Appa Junction Area Hyderabad,1.50 Cr,"Welcome to PBEL City, TSPA Junction, Hyderabad We are thrilled to present this attractive 3 BHK flat for sale in this prestigious residential complex. With a super area of 1628 sqft. This flat is located on the 9TH  floor of a 20story building. It is vaastu compliant and Corner Flat faces the West direction, ensuring positive energy and abundant natural light. L  T Limited is Building Contractor, ensuring Superior Quality in Construction of ApartmentsProperty specifications and facilitiesThe flat comes Semi furnished, featuring wardrobes and electrical points for your convenience. It",2,2,3.0,0.024570666666666668,0.1,2,0,2,3.0,15000000.0
